dayofyear_sin,dayofyear_cos,precip_last_1,precip_last_3,precip_last_7,temp_max_mean_7,temp_min_mean_7,precip_hours_last_7,precip_recent_mean,precip_any_last1,temp_week_range,wc_0,wc_1,wc_2,wc_3,wc_61,wc_63,wc_80,will_rain_plus7
0.984305844499033,0.1764709734915216,0.0,19.93813720039671,23.8402142325232,21.830477316495404,12.557720297830176,11,14.592783810973302,0,9.272757018665228,False,False,False,False,True,False,False,0
-0.2614143985111562,-0.965226663665613,0.0,0.0,0.0,35.056109545131804,24.11373609312313,0,0.0,0,10.942373452008674,False,False,False,False,False,False,True,0
-0.9708824104813836,0.239556559120927,0.0,0.0,6.843804837103285,23.945446447509344,13.16433947060941,4,2.2812682790344283,0,10.781106976899935,True,False,False,False,False,False,False,0
-0.3271603271220955,-0.9449688462364056,0.0,4.452555494154093,4.452555494154093,35.833030105082294,24.658026469181294,3,2.968370329436062,0,11.175003635901,False,False,False,True,False,False,False,0
0.5467112728685939,-0.8373211953118121,0.0,3.3474785212172407,3.3474785212172407,33.93744127933813,22.36780544087009,2,2.2316523474781604,0,11.569635838468042,False,False,False,True,False,False,False,0
0.3373010691361842,0.9413968285264122,0.0,3.0511844375006723,24.24646464230627,15.900838208836928,4.322525072359357,10,9.099216359935648,0,11.578313136477572,False,False,False,False,False,True,False,0
0.5175855102531889,-0.8556314858488706,0.0,0.0,3.3474785212172407,33.75477018338262,23.212054182203737,2,1.1158261737390802,0,10.542716001178881,True,False,False,False,False,False,False,0
0.5943761565849831,0.804187157621448,0.0,0.0,0.0,16.296665195254942,7.193481789923431,0,0.0,0,9.10318340533151,False,False,False,False,False,True,False,0
0.9335418911179212,0.3584683215124808,0.0,7.700975805639128,32.60351394791928,19.80567198058668,10.367094243701985,17,13.434829917852804,0,9.438577736884696,False,False,False,False,False,True,False,0
0.9395699859530622,0.342356891994542,1.384616648656316,1.384616648656316,33.9881305965756,20.664904038464783,10.777399471144884,17,12.252454631296077,1,9.8875045673199,False,False,False,True,False,False,False,1
-0.9998699583618592,-0.0161265732706577,0.0,0.0,8.566984212498856,25.671053680709,15.465684764242503,4,2.8556614041662853,0,10.205368916466497,False,False,False,False,False,True,False,0
-0.2091735056463563,0.9778785428342386,0.0,5.1230510758636525,15.47924049809976,15.314358818489367,5.248498962645493,8,6.867430524654471,0,10.065859855843875,False,False,True,False,False,False,False,0
-0.6400381082043503,-0.7683431655492202,0.0,0.0,0.0,33.23110029510138,22.48112868436729,0,0.0,0,10.749971610734086,False,False,False,False,True,False,False,0
-0.9084917035725082,0.4179028888867866,0.0,0.0,5.1246813075593,22.019101807114048,10.074469851297502,4,1.7082271025197666,0,11.944631955816545,True,False,False,False,False,False,False,1
-0.9945667569706336,0.1041007489354256,0.0,0.5952735944990977,22.225528196068197,24.40463891682854,15.12451511939483,11,7.606933930189098,0,9.280123797433708,False,False,False,False,False,True,False,0
-0.2426868445825954,0.9701046827361176,0.0,8.79919709266611,16.664193044541097,15.224077251746984,5.564524036125834,8,8.487796712402401,0,9.659553215621148,False,False,False,False,True,False,False,1
-0.3413465142450361,0.9399375283564132,6.308003622304991,6.308003622304991,43.486738128487545,15.579763632893345,7.463110165325193,27,18.700915124365842,1,8.116653467568153,False,False,True,False,False,False,False,1
-0.451785789832884,0.8921264484954345,3.3165957018471346,16.181438314888858,31.08682377638112,14.91240324075766,5.384473453689362,16,16.86161926437237,1,9.527929787068299,False,False,True,False,False,False,False,1
-0.6115298757991053,0.7912213413483807,0.0,0.0,6.060932515944401,16.339317617516034,7.788594546318604,4,2.020310838648134,0,8.55072307119743,False,False,False,False,True,False,False,1
-0.4227806579826773,-0.9062320427107696,0.0,0.0,0.0,34.198963051052644,24.31095190282525,0,0.0,0,9.888011148227395,False,False,False,False,False,False,True,0
-0.225963608248019,0.974135744004672,5.1230510758636525,13.922248168529762,15.47924049809976,14.890402988961188,5.22577275660732,8,11.508179914164392,1,9.664630232353868,False,False,False,False,False,True,False,0
-0.9823516608469236,-0.1870433490699165,0.0,3.749783451615139,11.592544415107138,25.83798937743968,17.18596975056464,5,5.114109288907426,0,8.652019626875038,False,False,False,True,False,False,False,0
